0 120
0 0
25 0
150 0
175 0
0 10
25 10
150 10
175 10
0 20
25 20
150 20
175 20
0 30
25 30
150 30
175 30
0 40
25 40
150 40
175 40
0 50
25 50
150 50
175 50
0 60
25 60
150 60
175 60
0 70
25 70
150 70
175 70
0 80
25 80
150 80
175 80
0 90
25 90
150 90
175 90
0 100
25 100
150 100
175 100
0 110
25 110
150 110
175 110
0 120
25 120
150 120
175 120
0 130
25 130
150 130
175 130
0 140
25 140
150 140
175 140
0 150
25 150
150 150
175 150
0 160
25 160
150 160
175 160
0 170
25 170
150 170
175 170
0 180
25 180
150 180
175 180
0 190
25 190
150 190
175 190
